Symbol,Company Name,Exchange,Country
GDSI,Global Digital Solutions Inc.,PNK,USA
IBTX,"Independent Bank Group, Inc.",NMS,USA
JAIPAN.BO,Jaipan Industries Ltd,BSE,India
AOI.TO,Africa Oil Corp,TOR,Canada
0330.HK,Esprit Holdings Ltd.,HKG,Hong Kong
FPRGF,Falco Resources Ltd.,PNK,USA
QB7.BE,QUIRIN BANK,BER,Germany
JWG1.DU,WOOD GROUP (JOHN),DUS,Germany
ORCTE,Orckit Communications Ltd.,OBB,USA
FFH.TO,FAIRFAX FINANCIAL HOLDINGS LTD.,TOR,Canada
SCLN,"SciClone Pharmaceuticals, Inc.",NMS,USA
WXMN,"Waxman Industries, Inc.",PNK,USA
LYSDY,Lynas Corporation Limited,PNK,USA
033790.KQ,Seohwa Telecom Co.,KOE,South Korea
HCACU,Hennessy Capital Acquisition Corp II,NCM,Australia
VZRTF,Vizrt Ltd.,PNK,USA
NOX.V,Niogold Mining Corp.,VAN,Canada
WAF.V,"West African Resources, Ltd.",VAN,Canada
DSX,Diana Shipping Inc.,NYQ,USA
VER.VI,VERBUND,VIE,Austria
7178@OM.KL,Y.S.P.SOUTHEAST ASIA HOLDING,KLS,Malaysia
SIR.AX,Sirius Resources NL,ASX,Australia
DEL,Deltic Timber Corporation,NYQ,USA
SCHN,"Schnitzer Steel Industries, Inc.",NMS,USA
WGTB,"Washington Bancorp, Inc.",PNK,USA
RATE,"Bankrate, Inc.",NYQ,USA
TYU2.MU,TRULY INTL HLDGS,MUN,Germany
KMI-WT,"KINDER MORGAN, INC.",NYQ,USA
RGUS,REGI US Inc.,PNK,USA
CRMT,America's Car-Mart Inc.,NMS,USA
UNS.AX,Unilife Corporation,ASX,Australia
SWG.F,CHARLES SCHWAB,FRA,Germany
HURN,Huron Consulting Group Inc.,NMS,USA
SPD.V,Silver Predator Corp.,VAN,Canada
KOH.F,CHINA YUANBANG PROP,FRA,Germany
AVDWF,Advent Wireless Inc.,PNK,USA
KLG.L,Asiamet Resources Limited,LSE,UK
MYE,Myers Industries Inc.,NYQ,USA
VIINT.CO,Victor International AS,CPH,Denmark
EMP-A.TO,Empire Company Limited,TOR,Canada
TYOOF,TAE YOUNG PFD N-VTG,PNK,USA
RNO.L,Renold plc,LSE,UK
CVM,CEL-SCI Corporation,ASE,USA
0017.HK,New World Development Company Limited,HKG,Hong Kong
QC9.MU,CREDIT SAISON,MUN,Germany
00637L.TW,Yuanta/P-Shrs CSI 300 2X ETF,TAI,Taiwan
PSI.TO,Pason Systems Inc.,TOR,Canada
GZZ.V,Golden Valley Mines Ltd.,VAN,Canada
8411.TW,Kingcan Holdings Limited,TAI,Taiwan
JCS.AX,JCurve Solutions Limited,ASX,Australia
ASTI,"Ascent Solar Technologies, Inc.",NCM,Australia
ECPO,"Eco-Petroleum Solutions, Inc.",PNK,USA
IMSC,Implant Sciences Corp.,PNK,USA
USFCQ,USA Synthetic Fuel Corporation,PNK,USA
NBPE.L,NB Private Equity Partners Limited,LSE,UK
PDYPF,Paddy Power plc,PNK,USA
XA4.BE,CARMAX,BER,Germany
0477.HK,Aupu Group Holding Company Limited,HKG,Hong Kong
RMGN,RMG Networks Holding Corporation,NGM,Sweden
ZMA.SG,ZOOPLA PROP,STU,Germany
CAY.AX,Canyon Resources Limited,ASX,Australia
NHF.AX,NIB Holdings Limited,ASX,Australia
CPG.L,Compass Group PLC,LSE,UK
EKSO,"Ekso Bionics Holdings, Inc.",OBB,USA
PVDA.F,STERLING BANCORP,FRA,Germany
TKOMF,Tokio Marine Holdings Inc.,PNK,USA
DO1.DU,DIAMOND OFFSHORE,DUS,Germany
TRAC,"Track Data Corporation, Inc.",PNK,USA
RDLSF,RELX NV,PNK,USA
NWRLY,New World Department Store China Ltd.,PNK,USA
JOONKTOLL.BO,Joonktollee Tea & Industries Limited,BSE,India
NKOKF,"Noritsu Koki Co., Ltd.",PNK,USA
QFB.BE,ULTRA LITHIUM,BER,Germany
NGCRF,NagaCorp Ltd.,PNK,USA
HITD,"Houston InterWeb Design, Inc.",PNK,USA
0566.HK,HANERGY TFP,HKG,Hong Kong
TOL,Toll Brothers Inc.,NYQ,USA
ESEA,"Euroseas, Ltd.",NCM,Australia
AXS.AS,ACCSYS TECHNOLOGIES,AMS,Netherlands
VRUNAGR.BO,VARUNA AGROPROTEINS LTD.,BSE,India
CRL,"Charles River Laboratories International, Inc.",NYQ,USA
JEN.SW,JENOPTIK,EBS,Austria
GHRI,Goliath Resources Inc.,PNK,USA
DBRM,"Daybreak Oil and Gas, Inc.",PNK,USA
VVN.V,Victory Ventures Inc.,VAN,Canada
HOVS.BO,HOV Services Limited,BSE,India
QUMMF,Quam Limited,PNK,USA
PLT,"Plantronics, Inc.",NYQ,USA
LFEX,Lucky Friday Extn Mining Co.,PNK,USA
ZEL.NZ,Z Energy Limited,NZE,New Zealand
0215.HK,Hutchison Telecommunications Hong Kong Holdings Ltd.,HKG,Hong Kong
0028.HK,Tian An China Investments Co. Ltd.,HKG,Hong Kong
MW,"The Men's Wearhouse, Inc.",NYQ,USA
0581.HK,CHINA ORIENTAL,HKG,Hong Kong
RIGD.IL,RELNC INDS GDR-144A,IOB,UK
ZEXDONTR.BO,Exdon Trading Company Limited,BSE,India
MTLQU,Motors Liquidation Company GUC Trust,PNK,USA
MPO,"Midstates Petroleum Company, Inc.",NYQ,USA
DANOY,Danone,PNK,USA
SDRL,SeaDrill Limited,NYQ,USA
PZRIF,Pizza Pizza Royalty Corp.,PNK,USA
UERLF,US Oil Sands Inc.,PNK,USA
VRSEF,"Verisante Technology, Inc.",PNK,USA
TPUZ.TA,User Trend Ltd.,TLV,Israel
9933.TW,CTCI Corporation,TAI,Taiwan
PWEB,"Pacific WebWorks, Inc.",OBB,USA
ABW.AX,Aurora Absolute Return Fund,ASX,Australia
NUVA,"NuVasive, Inc.",NMS,USA
MLFER.PA,"Ferco Développement
",PAR,France
VRNL.PA,Verneuil Participations,PAR,France
RYLHY,Royale Furniture Holdings Limited,PNK,USA
CPSI,Computer Programs & Systems Inc.,NMS,USA
FKV1.IR,CONROY GOLD NAT RES,ISE,UK
ETX,Eaton Vance Municipal Income 2028 Term Trust,NYQ,USA
BAMM,Books-A-Million Inc.,NMS,USA
INF.L,Informa plc,LSE,UK
WCMK.HM,WCM BETEILIGUNG,HAM,Germany
MKN.V,Makena Resources Inc.,VAN,Canada
9NI.BE,NIPPON PAPER,BER,Germany
TW6.MU,TOWERS WATSON-A ,MUN,Germany
JAGMF,JAG Mines Ltd.,PNK,USA
COLM,Columbia Sportswear Company,NMS,USA
RYWHF,ROYAL WOLF HLDGS LTD,PNK,USA
TDF.F,TAKANO,FRA,Germany
PCGR,"PC Group, Inc.",PNK,USA
RLYP,"Relypsa, Inc.",NMS,USA
DRII,"Diamond Resorts International, Inc.",NYQ,USA
ILNS,"Intellect Neurosciences, Inc.",PNK,USA
PVHO,"Provision Holding, Inc.",PNK,USA
KT9.SI,Qingmei Group Holdings Limited,SES,Singapore
HUR.L,Hurricane Energy plc,LSE,UK
SLED.IL,SOLIDR SPGDR REG-S,IOB,UK
WHWRF,World Houseware Holdings Ltd.,PNK,USA
LSLCF,LACHLAN STAR LTD,PNK,USA
CMKM,"China Marketing Media Holdings, Inc.",PNK,USA
TRIB,Trinity Biotech plc,NMS,USA
GULD,"Gold Hill Resources, Inc.",OBB,USA
GUDNF,Guangdong Yueyun Transportation Company Limited,PNK,USA
0335.HK,Upbest Group Limited,HKG,Hong Kong
BONY34.SA,The Bank of New York Mellon Corporation,SAO,Brazil
JUD.MU,ST JUDE MEDICAL INC,MUN,Germany
DIRI,Direct Insite Corp.,PNK,USA
IC8.DE,InCity Immobilien AG,GER,Germany
DWNI.SW,DEUTSCHE WOHNEN,EBS,Austria
PCTZ.L,PICT ZDP 2016 GBP,LSE,UK
SHASF,ShaMaran Petroleum Corp,PNK,USA
CAOX,California Orchard Co.,PNK,USA
R2:VALE3S.SA,VALE S.A.,SAO,Brazil
OFGIP,OFG BANCORP,PNK,USA
AXGN,"AxoGen, Inc.",NCM,Australia
NBO.F,NISSHINBO HLDGS,FRA,Germany
ZSV.BE,SILVER STANDARD RES,BER,Germany
VSTM,"Verastem, Inc.",NGM,Sweden
SGOO,Snoogoo Corp.,PNK,USA
CVLC.F,VALE N1,FRA,Germany
1290-OL.HK,CHINA HUIRONG,HKG,Hong Kong
VPO-H.V,Valparaiso Energy Inc,VAN,Canada
TSLA,"Tesla Motors, Inc.",NMS,USA
JIM.MU,JIMMY CHOO,MUN,Germany
EWZ.MU,EBIX,MUN,Germany
IDXG,"Interpace Diagnostics Group, Inc.",NCM,Australia
RTA.AX,Rutila Resources Limited,ASX,Australia
DHT,"DHT Holdings, Inc.",NYQ,USA
717217.TWO,YUANTA SECURITIES C/W 03/08/15(,TWO,Taiwan
EXAS,Exact Sciences Corporation,NCM,Australia
DSKIF,Daiseki Co. Ltd.,PNK,USA
TRY.L,TR Property Ord,LSE,UK
GOV290.NZ,GOV 15/02/16 4.5% - New Zealand,NZE,New Zealand
IPH.PA,Innate Pharma S.A.,PAR,France
46H.SG,HOLLYSYS AUTOM,STU,Germany
BOSC,B.O.S. Better Online Solutions Ltd.,NCM,Australia
AGNN.MX,ALLERGAN,MEX,Mexico
SKHCF,Sonic Healthcare Limited,PNK,USA
ORCL,Oracle Corporation,NYQ,USA
3031-OL.HK,X XIE INDO,HKG,Hong Kong
1998.HK,FLYKE INT'L,HKG,Hong Kong
TXX.V,Tirex Resources Ltd.,VAN,Canada
2186.KL,Kuchai Development Bhd,KLS,Malaysia
IGC,"India Globalization Capital, Inc.",ASE,USA
MRE.TO,Martinrea International Inc.,TOR,Canada
JCI.AX,JC International Group Limited,ASX,Australia
DPRX,"Dipexium Pharmaceuticals, Inc.",NCM,Australia
WDO.TO,Wesdome Gold Mines Ltd.,TOR,Canada
VTT.V,Vendetta Mining Corp.,VAN,Canada
1304.TW,USI Corporation,TAI,Taiwan
CETX,Cemtrex Inc.,NCM,Australia
ECL,Ecolab Inc.,NYQ,USA
717123.TWO,YUANTA SECURITIES C/W 27/07/15(,TWO,Taiwan
COST,Costco Wholesale Corporation,NMS,USA
JSLG-DEB62B0.SA,JSL         D62     NM,SAO,Brazil
MWG,Morgan Stanley Cap Tr IV Gtd Ca,NYQ,USA
717279.TWO,JIH SUN SECURITIES C/W 05/08/15,TWO,Taiwan
YKLTF,Yakult Honsha Co. Ltd.,PNK,USA
5TP.MU,BLUE LABEL,MUN,Germany
APNHY,Aspen Pharmacare Holdings Limited,PNK,USA
LCGP.JK,EUREKA PRIMA JAKAR IDR100,JKT,Indonesia
FCSS.L,Fidelity China Special Ord,LSE,UK
DUKE.L,Duke Royalty Limited,LSE,UK
MPX.BE,MITSUBI PAPER MILLS,BER,Germany
VC8.SG,VANCAMEL,STU,Germany
IAE,Voya Asia Pacific High Dividend Equity Income Fund,NYQ,USA
ZRVT,"Zurvita Holdings, Inc.",PNK,USA
INOXWIND.BO,Inox Wind Limited,BSE,India
NAPRF,Naspers Limited,PNK,USA
CTY1SN0115.HE,Citycon Oyj,HEL,Finland
1KG.F,KAINOS GROUP,FRA,Germany
SAFARI.BK,"SAFARI WORLD PUBLIC CO.,",SET,Thailand
YOS.HM,CYCOS ,HAM,Germany
JAIBALAJI.BO,Jai Balaji Industries Ltd.,BSE,India
ACI,Arch Coal Inc.,NYQ,USA
ITNM,International Monetary Systems Ltd.,PNK,USA
4XS.MU,EXPRESS SCRPTS HLDG,MUN,Germany
O1BC.MU,XING N,MUN,Germany
DAP.F,DANAHER,FRA,Germany
ITCC,InsPro Technologies Corporation,PNK,USA
COTY34F.SA,Coty Inc.,SAO,Brazil
REF-UN.TO,Canadian REIT,TOR,Canada
03021X.TW,YUANTA SECURITIES C/W 25/03/16(,TAI,Taiwan
BSE,BlackRock New York Municipal Income Quality Trust,NYQ,USA
4TR.F,THUNDERBIRD RESORTS,FRA,Germany
ZUC.MI,Vincenzo Zucchi SpA,MIL,Italy
X-RT.V,,VAN,Canada
LION,Fidelity Southern Corporation,NMS,USA
XAE1.MU,CATALIS,MUN,Germany
QUANTDIA.BO,Quantum Digital Vision India Ltd.,BSE,India
UHO.BE,USHIO,BER,Germany
VALUEGFO.MX,Value Grupo Financiero SAB de CV,MEX,Mexico
NKSJY,Norske Skogindustrier ASA,PNK,USA
BHRB,Burke & Herbert Bank & Trust Company,PNK,USA
ATRAV.HE,Atria Oyj,HEL,Finland
1368.KL,UEM Edgenta Berhad,KLS,Malaysia
TAOIF,TAG Oil Ltd.,PNK,USA
7BF.BE,ROYAL BAFOKENG PLAT,BER,Germany
EMYSF,EasyMed Technologies Inc.,PNK,USA
FLMJF,JPMorgan Japanese Ord,PNK,USA
0905.HK,Global Mastermind Capital Limited,HKG,Hong Kong
UMS.F,UMS UNITED MED SYST,FRA,Germany
GRD1R.RG,"Joint Stock Company ""Grindeks""",RIS,Latvia
ZKHANDEN.BO,Khandelwal Extractions Ltd.,BSE,India
WESTLEIRES.BO,WEST LEISURE RESORTS LTD,BSE,India
RPPINFRA.NS,R.P.P Infra Projects Limited,NSI,India
NTC.MC,NATRACEUTICAL,MCE,Spain
NOLA-B.ST,Nolato AB (publ),STO,Sweden
CNA,CNA Financial Corporation,NYQ,USA
GLRI,Glori Energy Inc.,NCM,Australia
03047X.TW,YUANTA SECURITIES C/W 04/06/16(,TAI,Taiwan
6ZY.MU,ZYNERBA PHARMA,MUN,Germany
YIN.F,SINA CORPORATION,FRA,Germany
IPCM,"IPC Healthcare, Inc.",NMS,USA
Y9L.MU,YELP-A,MUN,Germany
MMY.V,Monument Mining Limited,VAN,Canada
TKIAF,TAIKISHA LTD,PNK,USA
4109.TWO,MURAD CHIA JEI BIO,TWO,Taiwan
6491.KL,Kumpulan Fima Bhd,KLS,Malaysia
QLT-R.BK,Qualitech Public Company Limited,SET,Thailand
SAEXW,SAEXPLORATION HOLDIN,PNK,USA
YMO.F,YMOS,FRA,Germany
PVS-PD.TO,PARTNERS VALUE SPLIT CORP PREF ,TOR,Canada
WTFC,Wintrust Financial Corporation,NMS,USA
3988.HK,Bank of China Limited,HKG,Hong Kong
MH6.DU,TOKIO MARINE,DUS,Germany
CXR.TO,Concordia Healthcare Corp.,TOR,Canada
NFLX34F.SA,"Netflix, Inc.",SAO,Brazil
IRSA.BA,IRSA Inversiones y Representaciones S.A.,BUE,Argentina
FATE,"Fate Therapeutics, Inc.",NGM,Sweden
ENCR,"Ener-Core, Inc.",OBB,USA
6552.TWO,JMC,TWO,Taiwan
MYL,Mylan N.V.,NMS,USA
KENS,Kenilworth Systems Corp.,PNK,USA
BYMOF,BAYERISCHE MOT VORAZ,PNK,USA
OIL.BO,Oil India Limited,BSE,India
MNDO,"MIND C.T.I., Ltd.",NGM,Sweden
CGRW,"CannaGrow Holdings, Inc",PNK,USA
MYCC,"ClubCorp Holdings, Inc.",NYQ,USA
HAYN,"Haynes International, Inc.",NMS,USA
NZSTF,NZX,PNK,USA
WFCL,1867 Western Financial Corporation,PNK,USA
NSBK,Northern Star Financial Inc.,PNK,USA
OTB.L,On the Beach Group plc,LSE,UK
BLKB,Blackbaud Inc.,NMS,USA
J0Q.SI,db x-trackers - MSCI Pacific ex Japan Index UCITS ETF (DR),SES,Singapore
IAIC,Information Analysis Inc.,PNK,USA
AD3.MU,ADERANS,MUN,Germany
WACLY,Wacoal Holdings Corp.,PNK,USA
NSH,"NuStar GP Holdings, LLC",NYQ,USA
AFRVF,African Bank Investments Limited,PNK,USA
TYE.V,Troymet Exploration Corp.,VAN,Canada
DRS.L,DRS Data & Research Services plc,LSE,UK
OPCO.ST,Opcon AB,STO,Sweden
HNA.OL,Hafslund ASA,OSL,Norway
NHL.L,Nomad Foods Limited,LSE,UK
NRD.F,NORDSTROM,FRA,Germany
HOME34F.SA,"The Home Depot, Inc.",SAO,Brazil
PNE.V,Pine Cliff Energy Ltd.,VAN,Canada
AT3.F,ATLAS PIPELINE,FRA,Germany
BNP.PA,BNP Paribas SA,PAR,France
ETSVF,ETFS COMDITY SILVER,PNK,USA
ANTM,"Anthem, Inc.",NYQ,USA
105740.KQ,DK-Lok Corporation,KOE,South Korea
O9C.BE,VMOTO LTD,BER,Germany
WFMC,WHAM Inc.,PNK,USA
FDSA.L,Fidessa group plc,LSE,UK
THO.AX,THO Services Limited,ASX,Australia
SRPT,"Sarepta Therapeutics, Inc.",NMS,USA
ITL.PA,IT Link,PAR,France
KELLTONTEC.BO,KELLTON TECH SOLUTIONS LTD.,BSE,India
VV.V,Versatile  Systems Inc.,VAN,Canada
LIV.BE,AUTOLIV,BER,Germany
J9R.F,JAPAN STEEL WORKS,FRA,Germany
VNIL.L,VIETNAM LISTED PORT,LSE,UK
DSKBF,TORM A/S,PNK,USA
HEDYY,Head NV,PNK,USA
KCBK.QA,Al Khalij Commercial Bank (al khaliji) Q.S.C.,DOH,Qatar
MUSA,Murphy USA Inc.,NYQ,USA
ZEEMEDIA.NS,,NSI,India
WSU.MU,WASH TEC ,MUN,Germany
ATR,"AptarGroup, Inc.",NYQ,USA
FORK,Fuling Global Inc.,NCM,Australia
VEG-H.V,CAPTIVA VERDE INDUSTRIES LTD,VAN,Canada
AIXA.DE,Aixtron SE,GER,Germany
TIRTZ,Tidelands Royalty Trust B,PNK,USA
JOB,General Employment Enterprises Inc.,ASE,USA
DSM.AS,DSM,AMS,Netherlands
VNORP,Vornado Realty Trust,PNK,USA
VIAD.PA,Viadeo S.A.,PAR,France
ADJ.AX,Adslot Ltd,ASX,Australia
DNE.L,Dunedin Enterprise Ord,LSE,UK
5062.KL,Hua Yang Bhd,KLS,Malaysia
2XX.F,XXL,FRA,Germany
TISDZ,Treasure Island Royalty Trust,PNK,USA
PNTA,PennantPark Investment Corporation,NYQ,USA
LLTHF,Jardine Lloyd Thompson Group plc,PNK,USA
GAZ-UN.V,FRONSAC CAPITAL REIT UNITS,VAN,Canada
PCAR4.SA,Companhia Brasileira de Distribuicao,SAO,Brazil
FDEF,First Defiance Financial Corp.,NMS,USA
GFN,General Finance Corporation,NGM,Sweden
AJBI,"Ami James Brands, Inc.",PNK,USA
717462.TWO,YUANTA SECURITIES C/W 24/08/15(,TWO,Taiwan
QS6A.F,Q-SOFT N,FRA,Germany
59A.MU,ATLASSIAN -A-,MUN,Germany
YAAA.MU,CDN TIRE CORP -A-,MUN,Germany
KWR,Quaker Chemical Corporation,NYQ,USA
NGM.F,GIGAMON,FRA,Germany
DEDI.ST,Dedicare AB,STO,Sweden
SXY.AX,Senex Energy Limited,ASX,Australia
MAT.V,"Matamec Explorations, Inc.",VAN,Canada
NXWA.SG,TWENTY-FIRST CENT-A,STU,Germany
0184.HK,Keck Seng Investments (Hong Kong) Limited,HKG,Hong Kong
SOIGF,Strata Oil & Gas Inc.,PNK,USA
72310P.TWO,YUANTA SECURITIES P/W 19/05/16(,TWO,Taiwan
VTQ.F,VERSAR INC,FRA,Germany
UON1.MU,UNITED ONLINE,MUN,Germany
XIN.F,XINHUA PHARMA -H-,FRA,Germany
POAHY,Porsche Automobil Holding SE,PNK,USA
WGLCO,Washington Gas Light Company,PNK,USA
PACQF,Prime Acquisition Corp.,PNK,USA
HTGY,"Hercules Technology Growth Capital, Inc.",NYQ,USA
EXN.F,XINREN ALUMINUM,FRA,Germany
MLVES.PA,Vestasia Limited,PAR,France
UZC,United States Cellular Corporat,NYQ,USA
MESO,Mesoblast Limited,NMS,USA
DOCD.AS,DOCDATA,AMS,Netherlands
XS4.MU,ON SEMICONDUCTOR ,MUN,Germany
1051.HK,G-Resources Group Limited,HKG,Hong Kong
SURDF,Sumitomo Realty & Development Co. Ltd.,PNK,USA
DGR.AX,DGR Global Limited,ASX,Australia
PADAMCO.BO,Padam Cotton Yarns Limited,BSE,India
OMGB,Omega Brands Inc.,OBB,USA
BYBK,"Bay Bancorp, Inc.",NCM,Australia
MJ8.SG,MCDONALD'S HLDG,STU,Germany
BCE-PY.TO,BCE Inc.,TOR,Canada
AZZ,AZZ incorporated,NYQ,USA
SLHGF,Swisslog Holding AG,PNK,USA
EQTL3.SA,Equatorial Energia S.A.,SAO,Brazil
ZEL.F,ZELTIA,FRA,Germany
FNSR,Finisar Corp.,NMS,USA
NEOS,"Neos Therapeutics, Inc.",NGM,Sweden
KUYASR.IS,KUYAS RTS 7.12.15,IST,Turkey
0UB.BE,UBS GROUP N,BER,Germany
SZU.DE,Suedzucker AG,GER,Germany
NPS.DU,NP STL & S'TOMO,DUS,Germany
SRCL,"Stericycle, Inc.",NMS,USA
OPXAW,"Opexa Therapeutics, Inc.",NCM,Australia
VIJAYABANK-EQ.NS,VIJAYA BANK,NSI,India
FMCC,Federal Home Loan Mortgage Corporation,OBB,USA
BAYK,"Bay Banks of Virginia, Inc.",PNK,USA
ZUBN.SW,ZUEBLIN IMM HLDG N,EBS,Austria
ZLTQ,"ZELTIQ Aesthetics, Inc.",NMS,USA
VIAS,"Viasystems Group, Inc.",NGM,Sweden
PFB.TO,PFB Corp.,TOR,Canada
5MZ.SI,Kingsmen Creatives Ltd.,SES,Singapore
1K1.SG,Qube Holdings Limited,STU,Germany
UWBKQ,UNITED WESTERN BANC,OBB,USA
0488.HK,Lai Sun Development Co. Ltd.,HKG,Hong Kong
5474.TWO,YUAN HIGH-TECH DEV TWD10,TWO,Taiwan
ENB,Enbridge Inc.,NYQ,USA
718050.TWO,YUANTA SECURITIES C/W 29/09/15(,TWO,Taiwan
RSO,Resource Capital Corp.,NYQ,USA
718035.TWO,KGI SECURITIES(TW) C/W 29/09/15,TWO,Taiwan
CLTN.SW,COLTENE HLDG N,EBS,Austria
VETO.PA,Vétoquinol SA,PAR,France
LKE.BE,LAKELAND FINANCIAL,BER,Germany
RS,Reliance Steel & Aluminum Co.,NYQ,USA
JEN.DE,Jenoptik AG,GER,Germany
VVC,Vectren Corporation,NYQ,USA
HILL,Dot Hill Systems Corp.,NGM,Sweden
VO7.F,VOR RLT TR REIT-SBI,FRA,Germany
NDGPY,Nine Dragons Paper (Holdings) Ltd.,PNK,USA
4HQ.BE,WANT WANT CHINA,BER,Germany
DSX-PB,Diana Shipping Inc. Perpetual P,NYQ,USA
ICA,"Empresas ICA, S.A.B. de C.V.",NYQ,USA
KMT,Kennametal Inc.,NYQ,USA
HOLX,Hologic Inc.,NMS,USA
GOVMC.BO,GOOD VALUE MARKETING CO.LTD.,BSE,India
CPL,CPFL Energia S.A.,NYQ,USA
JKMTL,"Fantex, Inc.",PNK,USA
NINOY,Nikon Corporation,PNK,USA
AM.PA,Dassault Aviation SA,PAR,France
SSWL.NS,Steel Strips Wheels Limited,NSI,India
SKM.BE,SKY PER JSAT HLDGS,BER,Germany
BAYRY,Bayer AG,PNK,USA
AACAY,AAC Technologies Holdings Inc.,PNK,USA
0886.HK,Silver Base Group Holdings Limited,HKG,Hong Kong
MOD,Modine Manufacturing Company,NYQ,USA
SRSN.JK,INDO ACIDATAMA TBK IDR50,JKT,Indonesia
TZ6.F,T&D, HOLDINGS,FRA
PWVI,"PowerVerde, Inc.",OBB,USA
SXV.BE,XINHUA WINSHARE -H-,BER,Germany
JTS.BK,Jasmine Telecom Systems Public Company Limited,SET,Thailand
ECA,Encana Corporation,NYQ,USA
XCO,EXCO Resources Inc.,NYQ,USA
IMKTA,"Ingles Markets, Incorporated",NMS,USA
DCNPF,Duncan Park Holdings Corp.,PNK,USA
ANK.BE,SOMP JP NIPNKOA,BER,Germany
ZLDSF,Zalando SE,PNK,USA
MITL,Mitel Networks Corporation,NMS,USA
QQ.V,Quizam Media Corp.,VAN,Canada
1C8.F,CANCER GENETICS,FRA,Germany
PPRUY,Kering SA,PNK,USA
AHURAWE.BO,AHURA WELDING ELECTRODE MANUFA,BSE,India
T41.BE,TOBU RAILWAY,BER,Germany
DUB1.MU,DRDGOLD,MUN,Germany
PUB,People's Utah Bancorp,NCM,Australia
YAMHF,Yamaha Motor Co. Ltd.,PNK,USA
COENF,Contact Energy Ltd.,PNK,USA
BOE,BlackRock Global Opportunities Equity Trust,NYQ,USA
SGGKY,Singapore Technologies Engineering Ltd,PNK,USA
GEH,General Electric Capital Corporation,NYQ,USA
ANVGQ,Allied Nevada Gold Corp.,PNK,USA
RDSA.L,Royal Dutch Shell plc,LSE,UK
MSF.AS,MICROSOFT,AMS,Netherlands
BPO-PR.TO,BROOKFIELD OFFICE PROPERTIES PR,TOR,Canada
YG11.BE,YNGL GRN EN SP ADR,BER,Germany
PRDC,Paradigm Resource Management Corporation,PNK,USA
SAAS,"inContact, Inc.",NCM,Australia
ITTA.F,ITT,FRA,Germany
HNUZF,HorizonsBetaPro NYMEX NatrlGas Bull+ ETF,PNK,USA
CRVP,"Crystal Rock Holdings, Inc.",ASE,USA
QRNKOA-A,,ASX,Australia
DHTMF,DAIHATSU MOTOR,PNK,USA
TRYUF,SPECTRUM RARE EA,PNK,USA
AVH,Avianca Holdings S.A.,NYQ,USA
PDY.AX,PADBURY FPO,ASX,Australia
C13.SI,CH Offshore Ltd.,SES,Singapore
BEINF,BEING CO LTD TSU,PNK,USA
URNAF,Urbana Corporation,PNK,USA
KATHI.AT,Kathimerini Publishing SA,ATH,Greece
BATS.L,British American Tobacco p.l.c.,LSE,UK
SSRI,Silver Standard Resources Inc.,NMS,USA
ESP,Espey Mfg. & Electronics Corp.,ASE,USA
SRQ.AX,Straits Resources Limited,ASX,Australia
YQNP.SG,PETRICHOR EGY,STU,Germany
KOTMY,Koito Manufacturing Co. Ltd.,PNK,USA
KTOVW,Kitov Pharamceuticals Holdings ,NCM,Australia
TIE.BE,TAIHEIYO CEMENT,BER,Germany
PMCFIN.BO,PMC FINCORP LIMITED,BSE,India
AME.V,Abacus Mining & Exploration Corporation,VAN,Canada
TES.V,Tesoro Minerals Corp.,VAN,Canada
5016@OM.KL,WARISAN TC HOLDINGS BHD,KLS,Malaysia
TGLP,"Tongli Pharmaceuticals (USA), Inc.",PNK,USA
0405.HK,YUEXIU REIT,HKG,Hong Kong
DTRL,The Detroit Legal News Company,PNK,USA
CLIRF,Clearford Water Systems Inc.,PNK,USA
PDW.BE,PGG WRIGHTSON,BER,Germany
GXP-PD,Great Plains Energy Incorporate,NYQ,USA
SIDN.MX,Companhia Siderúrgica Nacional,MEX,Mexico
NZTCY,Spark New Zealand Limited,PNK,USA
STOB.L,Stobart Group Limited,LSE,UK
JNOS.ME,JSC Slavneft-YANOS,MCX,India
QCI.HM,QUALCOMM,HAM,Germany
IOTS,Adesto Technologies Corporation,NCM,Australia
2WI.F,YUNNAN WATER -H- S,FRA,Germany
FP3.BE,NEXTERA ENERGY,BER,Germany
JAL.AX,Jameson Resources Limited,ASX,Australia
SZG.DE,Salzgitter AG,GER,Germany
ACBC,Albina Community Bancorp,OBB,USA
UTDI.DE,United Internet AG,GER,Germany
J0R.SI,db x-trackers - MSCI Russia Capped Index UCITS ETF,SES,Singapore
HLRD,The Hilliard Corporation,PNK,USA
ORAD.TA,Orad Ltd.,TLV,Israel
WBTMU,Westbrook-Thompson Overriding Royalty Trust,PNK,USA
1180.HK,Paradise Entertainment Limited,HKG,Hong Kong
DW1.BE,RESONA HOLDINGS,BER,Germany
JP0.F,UNI HEALTH INTL,FRA,Germany
XEUA.HM,KSH HOLDINGS,HAM,Germany
MDW.TO,Midway Gold Corp.,TOR,Canada
CCFH,CCF Holding Co.,PNK,USA
ZIM.SG,ZIMMER BIOMET HLDGS,STU,Germany
MNAI,Monar International Inc.,PNK,USA
KMY.DE,Kimberly-Clark Corporation,GER,Germany
YAKG.ME,Yakutsk Fuel and Energy Company Open Joint-Stock Company,MCX,India
UHS,Universal Health Services Inc.,NYQ,USA
DERM,"Dermira, Inc.",NMS,USA
